ambiguity_radius_Ld,inverse_information_noise,empirical_worst_case_mae,mc_standard_error,max_rate_reference,risk_to_max_rate_ratio,dominant_regime,replications,seed
0.345510729459222,0.011937766417144363,0.3455581561189579,5.964514789718285e-05,0.345510729459222,1.000137265374682,mechanism ambiguity,40000,2026091603
0.41246263829013524,0.011937766417144363,0.412510064949871,5.964514789718286e-05,0.41246263829013524,1.0001149841351265,mechanism ambiguity,40000,2026091603
0.49238826317067413,0.011937766417144363,0.49243568983041003,5.964514789718286e-05,0.49238826317067413,1.0000963196389583,mechanism ambiguity,40000,2026091603
0.5878016072274915,0.011937766417144363,0.5878490338872274,5.964514789718286e-05,0.5878016072274915,1.0000806848078547,mechanism ambiguity,40000,2026091603
0.701703828670383,0.011937766417144363,0.7017512553301187,5.964514789718286e-05,0.701703828670383,1.000067587859433,mechanism ambiguity,40000,2026091603
0.837677640068292,0.011937766417144363,0.8377250667280279,5.964514789718286e-05,0.837677640068292,1.0000566168385872,mechanism ambiguity,40000,2026091603
1.0,0.011937766417144363,1.000047426659736,5.964514789718286e-05,1.0,1.000047426659736,mechanism ambiguity,40000,2026091603
0.01,0.014251026703029978,0.014105713133867267,5.122415262673031e-05,0.014251026703029978,0.9898032912160767,sampling noise,40000,2026091603
0.011937766417144363,0.014251026703029978,0.01519567896777965,5.379335309181792e-05,0.014251026703029978,1.0662866110936993,sampling noise,40000,2026091603
0.014251026703029978,0.014251026703029978,0.016688334936996542,5.67892804856314e-05,0.014251026703029978,1.1710268519424187,mechanism ambiguity,40000,2026091603
0.017012542798525893,0.014251026703029978,0.018692716717643894,6.015224436372257e-05,0.017012542798525893,1.0987608930079273,mechanism ambiguity,40000,2026091603
0.020309176209047358,0.014251026703029978,0.02136039561670062,6.350050929477817e-05,0.020309176209047358,1.0517608098345694,mechanism ambiguity,40000,2026091603
0.024244620170823284,0.014251026703029978,0.02483097770879898,6.647680323505508e-05,0.024244620170823284,1.0241850577094762,mechanism ambiguity,40000,2026091603
0.028942661247167517,0.014251026703029978,0.02923083425204706,6.87951162053584e-05,0.028942661247167517,1.0099566865126388,mechanism ambiguity,40000,2026091603
0.0345510729459222,0.014251026703029978,0.03468528917609873,7.025264617464423e-05,0.0345510729459222,1.0038845748838712,mechanism ambiguity,40000,2026091603
0.04124626382901352,0.014251026703029978,0.041320768510882365,7.094304112865371e-05,0.04124626382901352,1.001806337712858,mechanism ambiguity,40000,2026091603
0.04923882631706739,0.014251026703029978,0.04929779591264204,7.116224903163308e-05,0.04923882631706739,1.0011976239075018,mechanism ambiguity,40000,2026091603
0.05878016072274912,0.014251026703029978,0.05883677756133634,7.120298435125983e-05,0.05878016072274912,1.0009631963895822,mechanism ambiguity,40000,2026091603
0.07017038286703829,0.014251026703029978,0.07022699970562551,7.120298435125983e-05,0.07017038286703829,1.0008068480785477,mechanism ambiguity,40000,2026091603
0.0837677640068292,0.014251026703029978,0.08382438084541642,7.120298435125983e-05,0.0837677640068292,1.0006758785943315,mechanism ambiguity,40000,2026091603
0.1,0.014251026703029978,0.10005661683858723,7.120298435125983e-05,0.1,1.0005661683858722,mechanism ambiguity,40000,2026091603
0.1193776641714437,0.014251026703029978,0.11943428101003092,7.120298435125983e-05,0.1193776641714437,1.0004742665973587,mechanism ambiguity,40000,2026091603
0.14251026703029984,0.014251026703029978,0.14256688386888708,7.120298435125983e-05,0.14251026703029984,1.0003972825240388,mechanism ambiguity,40000,2026091603
0.17012542798525893,0.014251026703029978,0.17018204482384613,7.120298435125983e-05,0.17012542798525893,1.000332794687177,mechanism ambiguity,40000,2026091603
0.20309176209047358,0.014251026703029978,0.2031483789290608,7.120298435125983e-05,0.20309176209047358,1.0002787746681816,mechanism ambiguity,40000,2026091603
0.24244620170823283,0.014251026703029978,0.24250281854682007,7.120298435125983e-05,0.24244620170823283,1.0002335233061534,mechanism ambiguity,40000,2026091603
0.28942661247167517,0.014251026703029978,0.2894832293102624,7.120298435125983e-05,0.28942661247167517,1.0001956172519995,mechanism ambiguity,40000,2026091603
0.345510729459222,0.014251026703029978,0.3455673462978092,7.120298435125983e-05,0.345510729459222,1.0001638641980115,mechanism ambiguity,40000,2026091603
0.41246263829013524,0.014251026703029978,0.4125192551287224,7.120298435125983e-05,0.41246263829013524,1.0001372653746818,mechanism ambiguity,40000,2026091603
0.49238826317067413,0.014251026703029978,0.4924448800092613,7.120298435125983e-05,0.49238826317067413,1.0001149841351267,mechanism ambiguity,40000,2026091603
0.5878016072274915,0.014251026703029978,0.5878582240660788,7.120298435125983e-05,0.5878016072274915,1.0000963196389583,mechanism ambiguity,40000,2026091603
0.701703828670383,0.014251026703029978,0.7017604455089701,7.120298435125983e-05,0.701703828670383,1.0000806848078547,mechanism ambiguity,40000,2026091603
