scenario,schedule,mode,method,tolerance,budget,n_worlds,released_mae,released_bad_rate,n_released,released,bad_release,path_covered,new_n,error,width,certificate_covered
unreachable,nearest,rinf,nearest_source__minimum,0.3,1,600,,,0,0,0,1,96,0.811357100331,2.46063705657,1
unreachable,nearest,rinf,nearest_source__minimum,0.3,2,600,,,0,0,0,1,192,0.811357100331,2.45113584274,1
unreachable,nearest,rinf,nearest_source__minimum,0.3,3,600,,,0,0,0,1,288,0.811357100331,2.44741946135,1
unreachable,nearest,rinf,optimized__barycentric,0.2,0,600,,,0,0,0,1,0,1.0748111356,2.87262093855,1
unreachable,nearest,rinf,optimized__barycentric,0.2,1,600,,,0,0,0,1,96,0.811357100331,2.46063705657,1
unreachable,nearest,rinf,optimized__barycentric,0.2,2,600,,,0,0,0,1,192,0.811357100331,2.45113584274,1
unreachable,nearest,rinf,optimized__barycentric,0.2,3,600,,,0,0,0,1,288,0.811357100331,2.44741946135,1
unreachable,nearest,rinf,optimized__barycentric,0.3,0,600,,,0,0,0,1,0,1.0748111356,2.87262093855,1
unreachable,nearest,rinf,optimized__barycentric,0.3,1,600,,,0,0,0,1,96,0.811357100331,2.46063705657,1
unreachable,nearest,rinf,optimized__barycentric,0.3,2,600,,,0,0,0,1,192,0.811357100331,2.45113584274,1
unreachable,nearest,rinf,optimized__barycentric,0.3,3,600,,,0,0,0,1,288,0.811357100331,2.44741946135,1
unreachable,nearest,rinf,optimized__lipschitz,0.2,0,600,,,0,0,0,1,0,1.0748111356,2.87262093855,1
unreachable,nearest,rinf,optimized__lipschitz,0.2,1,600,,,0,0,0,1,96,0.811357100331,2.46063705657,1
unreachable,nearest,rinf,optimized__lipschitz,0.2,2,600,,,0,0,0,1,192,0.811357100331,2.45113584274,1
unreachable,nearest,rinf,optimized__lipschitz,0.2,3,600,,,0,0,0,1,288,0.811357100331,2.44741946135,1
unreachable,nearest,rinf,optimized__lipschitz,0.3,0,600,,,0,0,0,1,0,1.0748111356,2.87262093855,1
unreachable,nearest,rinf,optimized__lipschitz,0.3,1,600,,,0,0,0,1,96,0.811357100331,2.46063705657,1
unreachable,nearest,rinf,optimized__lipschitz,0.3,2,600,,,0,0,0,1,192,0.811357100331,2.45113584274,1
unreachable,nearest,rinf,optimized__lipschitz,0.3,3,600,,,0,0,0,1,288,0.811357100331,2.44741946135,1
unreachable,nearest,rinf,optimized__minimum,0.2,0,600,,,0,0,0,1,0,1.0748111356,2.87262093855,1
unreachable,nearest,rinf,optimized__minimum,0.2,1,600,,,0,0,0,1,96,0.811357100331,2.46063705657,1
unreachable,nearest,rinf,optimized__minimum,0.2,2,600,,,0,0,0,1,192,0.811357100331,2.45113584274,1
unreachable,nearest,rinf,optimized__minimum,0.2,3,600,,,0,0,0,1,288,0.811357100331,2.44741946135,1
unreachable,nearest,rinf,optimized__minimum,0.3,0,600,,,0,0,0,1,0,1.0748111356,2.87262093855,1
unreachable,nearest,rinf,optimized__minimum,0.3,1,600,,,0,0,0,1,96,0.811357100331,2.46063705657,1
unreachable,nearest,rinf,optimized__minimum,0.3,2,600,,,0,0,0,1,192,0.811357100331,2.45113584274,1
unreachable,nearest,rinf,optimized__minimum,0.3,3,600,,,0,0,0,1,288,0.811357100331,2.44741946135,1
unreachable,nearest,rinf,uniform__minimum,0.2,0,600,,,0,0,0,1,0,1.17645650402,2.87262093855,1
unreachable,nearest,rinf,uniform__minimum,0.2,1,600,,,0,0,0,1,96,1.10343662329,2.46063705657,1
unreachable,nearest,rinf,uniform__minimum,0.2,2,600,,,0,0,0,1,192,1.06880454204,2.45113584274,1
unreachable,nearest,rinf,uniform__minimum,0.2,3,600,,,0,0,0,1,288,1.05009963906,2.44741946135,1
unreachable,nearest,rinf,uniform__minimum,0.3,0,600,,,0,0,0,1,0,1.17645650402,2.87262093855,1
unreachable,nearest,rinf,uniform__minimum,0.3,1,600,,,0,0,0,1,96,1.10343662329,2.46063705657,1
unreachable,nearest,rinf,uniform__minimum,0.3,2,600,,,0,0,0,1,192,1.06880454204,2.45113584274,1
unreachable,nearest,rinf,uniform__minimum,0.3,3,600,,,0,0,0,1,288,1.05009963906,2.44741946135,1
unreachable,random,r2,inverse_variance__minimum,0.2,0,600,,,0,0,0,1,0,1.17645650402,2.8863924163,1
unreachable,random,r2,inverse_variance__minimum,0.2,1,600,,,0,0,0,1,96,1.17106911154,2.76096747875,1
unreachable,random,r2,inverse_variance__minimum,0.2,2,600,,,0,0,0,1,192,1.16602573705,2.66789059687,1
unreachable,random,r2,inverse_variance__minimum,0.2,3,600,,,0,0,0,1,288,1.16142072849,2.59772447217,1
unreachable,random,r2,inverse_variance__minimum,0.3,0,600,,,0,0,0,1,0,1.17645650402,2.8863924163,1
unreachable,random,r2,inverse_variance__minimum,0.3,1,600,,,0,0,0,1,96,1.17106911154,2.76096747875,1
unreachable,random,r2,inverse_variance__minimum,0.3,2,600,,,0,0,0,1,192,1.16602573705,2.66789059687,1
unreachable,random,r2,inverse_variance__minimum,0.3,3,600,,,0,0,0,1,288,1.16142072849,2.59772447217,1
unreachable,random,r2,nearest_source__minimum,0.2,0,600,,,0,0,0,1,0,1.0748111356,2.8863924163,1
unreachable,random,r2,nearest_source__minimum,0.2,1,600,,,0,0,0,1,96,0.971983181354,2.76096747875,1
unreachable,random,r2,nearest_source__minimum,0.2,2,600,,,0,0,0,1,192,0.903561711549,2.66789059687,1
unreachable,random,r2,nearest_source__minimum,0.2,3,600,,,0,0,0,1,288,0.865625582372,2.59772447217,1
unreachable,random,r2,nearest_source__minimum,0.3,0,600,,,0,0,0,1,0,1.0748111356,2.8863924163,1
unreachable,random,r2,nearest_source__minimum,0.3,1,600,,,0,0,0,1,96,0.971983181354,2.76096747875,1
unreachable,random,r2,nearest_source__minimum,0.3,2,600,,,0,0,0,1,192,0.903561711549,2.66789059687,1
unreachable,random,r2,nearest_source__minimum,0.3,3,600,,,0,0,0,1,288,0.865625582372,2.59772447217,1
unreachable,random,r2,optimized__barycentric,0.2,0,600,,,0,0,0,1,0,1.08819379106,2.8863924163,1
unreachable,random,r2,optimized__barycentric,0.2,1,600,,,0,0,0,1,96,1.01457068358,2.76096747875,1
unreachable,random,r2,optimized__barycentric,0.2,2,600,,,0,0,0,1,192,0.961288390797,2.66789059687,1
unreachable,random,r2,optimized__barycentric,0.2,3,600,,,0,0,0,1,288,0.921520550933,2.59772447217,1
unreachable,random,r2,optimized__barycentric,0.3,0,600,,,0,0,0,1,0,1.08819379106,2.8863924163,1
unreachable,random,r2,optimized__barycentric,0.3,1,600,,,0,0,0,1,96,1.01457068358,2.76096747875,1
unreachable,random,r2,optimized__barycentric,0.3,2,600,,,0,0,0,1,192,0.961288390797,2.66789059687,1
unreachable,random,r2,optimized__barycentric,0.3,3,600,,,0,0,0,1,288,0.921520550933,2.59772447217,1
unreachable,random,r2,optimized__lipschitz,0.2,0,600,,,0,0,0,1,0,1.08849734661,2.8863924163,1
unreachable,random,r2,optimized__lipschitz,0.2,1,600,,,0,0,0,1,96,1.01512254378,2.76096747875,1
unreachable,random,r2,optimized__lipschitz,0.2,2,600,,,0,0,0,1,192,0.961813310408,2.66789059687,1
unreachable,random,r2,optimized__lipschitz,0.2,3,600,,,0,0,0,1,288,0.922635315308,2.59772447217,1
unreachable,random,r2,optimized__lipschitz,0.3,0,600,,,0,0,0,1,0,1.08849734661,2.8863924163,1
unreachable,random,r2,optimized__lipschitz,0.3,1,600,,,0,0,0,1,96,1.01512254378,2.76096747875,1
unreachable,random,r2,optimized__lipschitz,0.3,2,600,,,0,0,0,1,192,0.961813310408,2.66789059687,1
unreachable,random,r2,optimized__lipschitz,0.3,3,600,,,0,0,0,1,288,0.922635315308,2.59772447217,1
unreachable,random,r2,optimized__minimum,0.2,0,600,,,0,0,0,1,0,1.08932910613,2.8863924163,1
unreachable,random,r2,optimized__minimum,0.2,1,600,,,0,0,0,1,96,1.01593560994,2.76096747875,1
unreachable,random,r2,optimized__minimum,0.2,2,600,,,0,0,0,1,192,0.962595548975,2.66789059687,1
unreachable,random,r2,optimized__minimum,0.2,3,600,,,0,0,0,1,288,0.923473381551,2.59772447217,1
unreachable,random,r2,optimized__minimum,0.3,0,600,,,0,0,0,1,0,1.08932910613,2.8863924163,1
unreachable,random,r2,optimized__minimum,0.3,1,600,,,0,0,0,1,96,1.01593560994,2.76096747875,1
unreachable,random,r2,optimized__minimum,0.3,2,600,,,0,0,0,1,192,0.962595548975,2.66789059687,1
unreachable,random,r2,optimized__minimum,0.3,3,600,,,0,0,0,1,288,0.923473381551,2.59772447217,1
unreachable,random,r2,uniform__minimum,0.2,0,600,,,0,0,0,1,0,1.17645650402,2.8863924163,1
unreachable,random,r2,uniform__minimum,0.2,1,600,,,0,0,0,1,96,1.13946307565,2.76096747875,1
unreachable,random,r2,uniform__minimum,0.2,2,600,,,0,0,0,1,192,1.11503087626,2.66789059687,1
unreachable,random,r2,uniform__minimum,0.2,3,600,,,0,0,0,1,288,1.09841366912,2.59772447217,1
unreachable,random,r2,uniform__minimum,0.3,0,600,,,0,0,0,1,0,1.17645650402,2.8863924163,1
unreachable,random,r2,uniform__minimum,0.3,1,600,,,0,0,0,1,96,1.13946307565,2.76096747875,1
unreachable,random,r2,uniform__minimum,0.3,2,600,,,0,0,0,1,192,1.11503087626,2.66789059687,1
unreachable,random,r2,uniform__minimum,0.3,3,600,,,0,0,0,1,288,1.09841366912,2.59772447217,1
unreachable,random,rinf,inverse_variance__minimum,0.2,0,600,,,0,0,0,1,0,1.17645650402,2.87262093855,1
unreachable,random,rinf,inverse_variance__minimum,0.2,1,600,,,0,0,0,1,96,1.17106911154,2.73927787597,1
unreachable,random,rinf,inverse_variance__minimum,0.2,2,600,,,0,0,0,1,192,1.16602573705,2.64223323729,1
unreachable,random,rinf,inverse_variance__minimum,0.2,3,600,,,0,0,0,1,288,1.16142072849,2.56990851159,1
unreachable,random,rinf,inverse_variance__minimum,0.3,0,600,,,0,0,0,1,0,1.17645650402,2.87262093855,1
unreachable,random,rinf,inverse_variance__minimum,0.3,1,600,,,0,0,0,1,96,1.17106911154,2.73927787597,1
unreachable,random,rinf,inverse_variance__minimum,0.3,2,600,,,0,0,0,1,192,1.16602573705,2.64223323729,1
unreachable,random,rinf,inverse_variance__minimum,0.3,3,600,,,0,0,0,1,288,1.16142072849,2.56990851159,1
unreachable,random,rinf,nearest_source__minimum,0.2,0,600,,,0,0,0,1,0,1.0748111356,2.87262093855,1
unreachable,random,rinf,nearest_source__minimum,0.2,1,600,,,0,0,0,1,96,0.971983181354,2.73927787597,1
unreachable,random,rinf,nearest_source__minimum,0.2,2,600,,,0,0,0,1,192,0.903561711549,2.64223323729,1
unreachable,random,rinf,nearest_source__minimum,0.2,3,600,,,0,0,0,1,288,0.865625582372,2.56990851159,1
unreachable,random,rinf,nearest_source__minimum,0.3,0,600,,,0,0,0,1,0,1.0748111356,2.87262093855,1
unreachable,random,rinf,nearest_source__minimum,0.3,1,600,,,0,0,0,1,96,0.971983181354,2.73927787597,1
unreachable,random,rinf,nearest_source__minimum,0.3,2,600,,,0,0,0,1,192,0.903561711549,2.64223323729,1
unreachable,random,rinf,nearest_source__minimum,0.3,3,600,,,0,0,0,1,288,0.865625582372,2.56990851159,1
unreachable,random,rinf,optimized__barycentric,0.2,0,600,,,0,0,0,1,0,1.0748111356,2.87262093855,1
unreachable,random,rinf,optimized__barycentric,0.2,1,600,,,0,0,0,1,96,0.992586534965,2.73927787597,1
unreachable,random,rinf,optimized__barycentric,0.2,2,600,,,0,0,0,1,192,0.930640001,2.64223323729,1
unreachable,random,rinf,optimized__barycentric,0.2,3,600,,,0,0,0,1,288,0.884644649847,2.56990851159,1
unreachable,random,rinf,optimized__barycentric,0.3,0,600,,,0,0,0,1,0,1.0748111356,2.87262093855,1
unreachable,random,rinf,optimized__barycentric,0.3,1,600,,,0,0,0,1,96,0.992586534965,2.73927787597,1
unreachable,random,rinf,optimized__barycentric,0.3,2,600,,,0,0,0,1,192,0.930640001,2.64223323729,1
unreachable,random,rinf,optimized__barycentric,0.3,3,600,,,0,0,0,1,288,0.884644649847,2.56990851159,1
unreachable,random,rinf,optimized__lipschitz,0.2,0,600,,,0,0,0,1,0,1.0748111356,2.87262093855,1
unreachable,random,rinf,optimized__lipschitz,0.2,1,600,,,0,0,0,1,96,0.992806691042,2.73927787597,1
unreachable,random,rinf,optimized__lipschitz,0.2,2,600,,,0,0,0,1,192,0.931692172777,2.64223323729,1
unreachable,random,rinf,optimized__lipschitz,0.2,3,600,,,0,0,0,1,288,0.884960981266,2.56990851159,1
unreachable,random,rinf,optimized__lipschitz,0.3,0,600,,,0,0,0,1,0,1.0748111356,2.87262093855,1
unreachable,random,rinf,optimized__lipschitz,0.3,1,600,,,0,0,0,1,96,0.992806691042,2.73927787597,1
unreachable,random,rinf,optimized__lipschitz,0.3,2,600,,,0,0,0,1,192,0.931692172777,2.64223323729,1
unreachable,random,rinf,optimized__lipschitz,0.3,3,600,,,0,0,0,1,288,0.884960981266,2.56990851159,1
unreachable,random,rinf,optimized__minimum,0.2,0,600,,,0,0,0,1,0,1.0748111356,2.87262093855,1
unreachable,random,rinf,optimized__minimum,0.2,1,600,,,0,0,0,1,96,0.992586534965,2.73927787597,1
unreachable,random,rinf,optimized__minimum,0.2,2,600,,,0,0,0,1,192,0.930640001,2.64223323729,1
unreachable,random,rinf,optimized__minimum,0.2,3,600,,,0,0,0,1,288,0.884644649847,2.56990851159,1
unreachable,random,rinf,optimized__minimum,0.3,0,600,,,0,0,0,1,0,1.0748111356,2.87262093855,1
unreachable,random,rinf,optimized__minimum,0.3,1,600,,,0,0,0,1,96,0.992586534965,2.73927787597,1
unreachable,random,rinf,optimized__minimum,0.3,2,600,,,0,0,0,1,192,0.930640001,2.64223323729,1
unreachable,random,rinf,optimized__minimum,0.3,3,600,,,0,0,0,1,288,0.884644649847,2.56990851159,1
unreachable,random,rinf,uniform__minimum,0.2,0,600,,,0,0,0,1,0,1.17645650402,2.87262093855,1
unreachable,random,rinf,uniform__minimum,0.2,1,600,,,0,0,0,1,96,1.13946307565,2.73927787597,1
unreachable,random,rinf,uniform__minimum,0.2,2,600,,,0,0,0,1,192,1.11503087626,2.64223323729,1
unreachable,random,rinf,uniform__minimum,0.2,3,600,,,0,0,0,1,288,1.09841366912,2.56990851159,1
unreachable,random,rinf,uniform__minimum,0.3,0,600,,,0,0,0,1,0,1.17645650402,2.87262093855,1
unreachable,random,rinf,uniform__minimum,0.3,1,600,,,0,0,0,1,96,1.13946307565,2.73927787597,1
unreachable,random,rinf,uniform__minimum,0.3,2,600,,,0,0,0,1,192,1.11503087626,2.64223323729,1
unreachable,random,rinf,uniform__minimum,0.3,3,600,,,0,0,0,1,288,1.09841366912,2.56990851159,1
