scenario,schedule,mode,tolerance,regime,reference,comparator,metric,difference,lower,upper,n_worlds
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,error,-0.319578909783,-0.323357939285,-0.315715844911,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,width,-0.602930802212,-0.604804524629,-0.601189255611,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,released,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,error,-0.0171077123991,-0.0226795956988,-0.0113865873021,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,width,-0.153962730366,-0.156207513604,-0.151599164167,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,optimized__barycentric,released,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,optimized__barycentric,error,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,optimized__barycentric,width,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,released,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,error,-0.0171077123991,-0.022891926046,-0.0110687871374,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,width,-0.153962730366,-0.156265420412,-0.151691284819,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,uniform__minimum,released,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,uniform__minimum,new_n,0,0,0,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,uniform__minimum,error,-0.175546463174,-0.179826768974,-0.17119358673,600
bridgeable,nearest,rinf,0.2,fixed_budget,optimized__minimum,uniform__minimum,width,-0.438031520079,-0.439575130794,-0.436405655332,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,error,-0.319578909783,-0.323344191825,-0.315569427027,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,width,-0.602930802212,-0.604712321767,-0.601066935256,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,released,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,error,-0.0171077123991,-0.0228778353636,-0.0114179422276,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,width,-0.153962730366,-0.156337230752,-0.151634243151,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,optimized__barycentric,released,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,optimized__barycentric,error,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,optimized__barycentric,width,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,released,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,error,-0.0171077123991,-0.0229922548724,-0.0113786753208,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,width,-0.153962730366,-0.156355172551,-0.151501769945,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,uniform__minimum,released,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,uniform__minimum,new_n,0,0,0,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,uniform__minimum,error,-0.175546463174,-0.179652270133,-0.171474697747,600
bridgeable,nearest,rinf,0.3,fixed_budget,optimized__minimum,uniform__minimum,width,-0.438031520079,-0.439559196576,-0.436560864096,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,released,0.385,0.361625,0.408333333333,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,error,-0.328303692371,-0.330948144339,-0.32565485952,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,width,-0.687243712399,-0.689389334116,-0.684969707619,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,released,0.385,0.36,0.41,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,error,-0.0973135233039,-0.10553972844,-0.0891589970921,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,width,-0.598368907093,-0.614547500541,-0.582151203213,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,released,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,error,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,width,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,released,0.385,0.361625,0.408333333333,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,error,-0.0877877230274,-0.0951119656265,-0.0807013491493,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,width,-0.480561104601,-0.491585930895,-0.469961944034,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,released,0.371666666667,0.345,0.396666666667,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,new_n,0,0,0,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,error,-0.107128946665,-0.112244620215,-0.102201596002,600
bridgeable,random,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,width,-0.283615253549,-0.289530064202,-0.277845523908,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,released,1,1,1,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,error,-0.328303692371,-0.330950701896,-0.325777443759,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,width,-0.687243712399,-0.689252759844,-0.685108133741,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,released,1,1,1,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,error,-0.0973135233039,-0.105789753719,-0.0894460830089,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,width,-0.598368907093,-0.614188554734,-0.582394540439,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,released,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,error,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,width,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,released,1,1,1,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,error,-0.0877877230274,-0.0946849319028,-0.0808147551847,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,width,-0.480561104601,-0.491613751929,-0.469779795943,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,released,0.8,0.773291666667,0.825,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,new_n,0,0,0,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,error,-0.107128946665,-0.112023619188,-0.101992448766,600
bridgeable,random,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,width,-0.283615253549,-0.289201136028,-0.277566379608,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,error,-0.317546430267,-0.32089654112,-0.314197478597,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,width,-0.642301364114,-0.644513795407,-0.640146371924,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,released,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,error,-0.0865562612001,-0.0952363038402,-0.0780856155382,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,width,-0.398723141871,-0.415133196049,-0.383188932202,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,optimized__barycentric,released,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,optimized__barycentric,error,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,optimized__barycentric,width,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,released,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,error,-0.134342546673,-0.145143958986,-0.123976146454,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,width,-0.358124314671,-0.369511034264,-0.346266577301,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,uniform__minimum,released,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,uniform__minimum,new_n,0,0,0,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,uniform__minimum,error,-0.096371684561,-0.101740474679,-0.0910638869453,600
bridgeable,random,rinf,0.2,fixed_budget,optimized__minimum,uniform__minimum,width,-0.328721546015,-0.335461740837,-0.321960875549,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,released,0.318333333333,0.305,0.331666666667,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,error,-0.317546430267,-0.320774218305,-0.314428366984,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,width,-0.642301364114,-0.644484147204,-0.640195614536,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,released,0.318333333333,0.306666666667,0.331666666667,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,error,-0.0865562612001,-0.0955663895691,-0.0779792725887,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,width,-0.398723141871,-0.415070767831,-0.383156967726,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,optimized__barycentric,released,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,optimized__barycentric,error,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,optimized__barycentric,width,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,released,0.318333333333,0.305,0.330041666667,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,error,-0.134342546673,-0.14536329741,-0.124074898257,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,width,-0.358124314671,-0.369858100512,-0.346681981202,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,uniform__minimum,released,0.318333333333,0.305,0.331666666667,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,uniform__minimum,new_n,0,0,0,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,uniform__minimum,error,-0.096371684561,-0.101590071546,-0.0910240974351,600
bridgeable,random,rinf,0.3,fixed_budget,optimized__minimum,uniform__minimum,width,-0.328721546015,-0.335748625347,-0.321358531993,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,error,0.000477687313947,-0.000302458010669,0.00121679472522,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,width,-0.0257139549935,-0.0266567306447,-0.0247377349033,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,released,0.998333333333,0.995,1,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,error,-0.06804359938,-0.0730774503501,-0.0628509209621,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,width,-0.618493187861,-0.622329797286,-0.61436610764,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,released,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,error,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,width,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,released,0.91,0.888333333333,0.931666666667,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,error,-0.00184806041419,-0.00273664953756,-0.00102824343342,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,width,-0.199967154704,-0.201416083472,-0.198440671218,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,released,0.0116666666667,0.00333333333333,0.0216666666667,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,new_n,0,0,0,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,error,-0.0105948090155,-0.0121691344142,-0.00901974441198,600
supported,nearest,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,width,-0.117278439983,-0.118632850992,-0.115890390512,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,error,0.000477687313947,-0.000377304978238,0.00123989218221,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,width,-0.0257139549935,-0.0266595964385,-0.0247713692645,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,released,0.991666666667,0.983333333333,0.998333333333,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,error,-0.06804359938,-0.0729285088451,-0.0631353344277,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,width,-0.618493187861,-0.622129603171,-0.614459688953,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,released,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,error,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,width,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,released,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,error,-0.00184806041419,-0.00264941583232,-0.00100084067144,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,width,-0.199967154704,-0.201402967494,-0.198468555928,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,released,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,new_n,0,0,0,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,error,-0.0105948090155,-0.012153522644,-0.00906736731508,600
supported,nearest,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,width,-0.117278439983,-0.118641160846,-0.115868343299,600
supported,nearest,rinf,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,released,0.891666666667,0.87,0.913333333333,600
supported,nearest,rinf,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
supported,nearest,rinf,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
