replicate,mode,target,truth,status,lower,upper,width,covered,best_singleton_width,closed_form_error
11,noisy_sources,0.0869736673074,0.0544535260259,optimal,-0.257449099709,0.919903681606,1.17735278132,True,1.25717930678,
12,exact_sources,-0.0811587755119,-0.0467192412544,optimal,-0.112993476506,0.0169347284805,0.129928204986,True,0.225687866914,0
12,noisy_sources,-0.0811587755119,-0.0467192412544,optimal,-0.370501405872,0.225324862563,0.595826268435,True,0.616317538287,
13,exact_sources,-0.458817720946,-0.212136522251,optimal,-0.484473629127,0.095700591042,0.580174220169,True,0.761302911068,0
13,noisy_sources,-0.458817720946,-0.212136522251,optimal,-0.612926213305,0.204781572149,0.817707785454,True,1.15193258244,
14,exact_sources,-0.17155476493,-0.0941035477468,optimal,-0.327017230938,0.280033042609,0.607050273548,True,0.958655358072,0
14,noisy_sources,-0.17155476493,-0.0941035477468,optimal,-0.503239131563,0.504610145857,1.00784927742,True,1.34928502944,
15,exact_sources,-0.356270783407,-0.175683808711,optimal,-0.301238041261,0.0929188913415,0.394156932603,True,0.394156932603,0
15,noisy_sources,-0.356270783407,-0.175683808711,optimal,-0.47592227478,0.261864195214,0.737786469994,True,0.784786603975,
16,exact_sources,0.447566473841,0.328634608856,optimal,0.170637640188,0.356028776166,0.185391135978,True,0.185391135978,0
16,noisy_sources,0.447566473841,0.328634608856,optimal,-0.0515026214889,0.506617806158,0.558120427647,True,0.576020807351,
17,exact_sources,-0.466885333252,-0.214736625629,optimal,-0.258325794173,-0.137386679419,0.120939114755,True,0.120939114755,0
17,noisy_sources,-0.466885333252,-0.214736625629,optimal,-0.49548081563,0.016087970497,0.511568786127,True,0.511568786127,
18,exact_sources,0.891916967999,0.773804944141,optimal,0.692975270853,0.776422428128,0.0834471572751,True,0.0834471572751,0
18,noisy_sources,0.891916967999,0.773804944141,optimal,0.642378309911,1.08764252811,0.445264218196,True,0.474076828648,
19,exact_sources,-0.896355310546,-0.296777333504,optimal,-0.390252033822,-0.203445924339,0.186806109483,True,0.192781888592,0
19,noisy_sources,-0.896355310546,-0.296777333504,optimal,-0.614284738924,-0.0843363956899,0.529948343234,True,0.583411559965,
20,exact_sources,0.824083863076,0.698184581861,optimal,-0.043284557714,0.768165735066,0.81145029278,True,0.81145029278,0
20,noisy_sources,0.824083863076,0.698184581861,optimal,-0.264677310429,0.937402653724,1.20207996415,True,1.20207996415,
21,exact_sources,-0.756399193106,-0.282197594064,optimal,-1.07561945902,1.54739950862,2.62301896764,True,2.62301896764,0
21,noisy_sources,-0.756399193106,-0.282197594064,optimal,-1.28295859295,1.73069004606,3.01364863901,True,3.01364863901,
22,exact_sources,-0.123100387799,-0.0693141210365,optimal,-0.371623968808,0.062341088794,0.433965057602,True,0.433965057602,0
22,noisy_sources,-0.123100387799,-0.0693141210365,optimal,-0.576001242091,0.248593486884,0.824594728975,True,0.824594728975,
23,exact_sources,-0.605326614423,-0.253269875615,optimal,-0.537484872671,-0.0413224747215,0.496162397949,True,0.496162397949,0
23,noisy_sources,-0.605326614423,-0.253269875615,optimal,-0.654008002884,0.232784066438,0.886792069322,True,0.886792069322,
24,exact_sources,0.134989764034,0.0864605293386,optimal,0.0712700643732,0.142744538371,0.0714744739978,True,0.0714744739978,0
24,noisy_sources,0.134989764034,0.0864605293386,optimal,-0.145094851594,0.317009293776,0.46210414537,True,0.46210414537,
25,exact_sources,-0.674738454055,-0.268261478019,optimal,-0.464245149863,-0.116257226663,0.3479879232,True,0.3479879232,0
25,noisy_sources,-0.674738454055,-0.268261478019,optimal,-0.478094599651,0.260522994922,0.738617594572,True,0.738617594572,
26,exact_sources,-0.316210751825,-0.159729679224,optimal,-0.305547829041,0.17399659537,0.479544424411,True,0.479544424411,0
26,noisy_sources,-0.316210751825,-0.159729679224,optimal,-0.425636936727,0.418804618198,0.844441554925,True,0.870174095783,
27,exact_sources,-0.884593380036,-0.296004393621,optimal,-0.628590207061,0.143154189988,0.771744397049,True,0.771744397049,0
27,noisy_sources,-0.884593380036,-0.296004393621,optimal,-0.835977402846,0.326396665575,1.16237406842,True,1.16237406842,
28,exact_sources,0.258805042643,0.175377040615,optimal,-0.355871508919,0.325923424523,0.681794933442,True,0.681794933442,0
28,noisy_sources,0.258805042643,0.175377040615,optimal,-0.657211001419,0.415213603396,1.07242460481,True,1.07242460481,
29,exact_sources,0.469638006297,0.347950760866,optimal,0.30230266219,0.577509930231,0.275207268041,True,0.410458529283,0
29,noisy_sources,0.469638006297,0.347950760866,optimal,0.195268232544,0.835670705034,0.64040247249,True,0.801088200656,
30,exact_sources,0.855805790108,0.73320453918,optimal,0.111423828178,0.780656046155,0.669232217977,True,0.669232217977,0
30,noisy_sources,0.855805790108,0.73320453918,optimal,-0.101323262246,0.933447741454,1.0347710037,True,1.05986188935,
31,exact_sources,0.472550609569,0.350521589322,optimal,-0.223227219679,0.466183429486,0.689410649165,True,0.689410649165,0
31,noisy_sources,0.472550609569,0.350521589322,optimal,-0.359697678925,0.625607887098,0.985305566023,True,1.08004032054,
32,exact_sources,-0.496748474367,-0.224021370584,optimal,-0.264103901373,-0.155338334855,0.108765566518,True,0.108765566518,0
32,noisy_sources,-0.496748474367,-0.224021370584,optimal,-0.416347882654,0.083047355236,0.49939523789,True,0.49939523789,
33,exact_sources,-0.914596210004,-0.297811857796,optimal,-0.731166389567,0.287008073542,1.01817446311,True,1.01817446311,0
33,noisy_sources,-0.914596210004,-0.297811857796,optimal,-0.827147780041,0.581656354441,1.40880413448,True,1.40880413448,
